id,avg_delay,deviation_delay,avg_stop,deviation_stop,max_stop,min_stop
7773,0.0,0.0,66.44444444444444,26.80427458079153,300.0,60.0
7608,1.8461538461538463,20.968276969108697,69.62962962962963,30.487578707046946,180.0,60.0
7339,0.0,0.0,62.34458259325044,15.41061149575246,300.0,60.0
7911,0.0,0.0,60.0,0.0,60.0,60.0
7699,0.0,0.0,75.0,35.70714214271425,180.0,60.0
7591,0.0,0.0,60.0,0.0,60.0,60.0
7113,0.0,0.0,71.77570093457943,35.60460655148814,420.0,60.0
7205,0.0,0.0,60.76923076923077,6.749972605686251,120.0,60.0
7733,0.0,0.0,66.09836065573771,62.58520877945756,1080.0,60.0
7010,0.6521739130434783,6.221342617936609,140.57142857142858,116.47054458146081,360.0,60.0
7235,0.0,0.0,63.40298507462686,34.6806581654792,900.0,60.0
7159,0.3305785123966942,4.441331848774995,66.67826086956522,45.65190558927346,1080.0,60.0
7868,0.0,0.0,88.57142857142857,73.17856271351828,360.0,60.0
7193,0.0,0.0,78.75,27.810744326608734,120.0,60.0
7307,0.0,0.0,61.53846153846154,9.483713850721545,120.0,60.0
7276,0.0,0.0,66.35437881873727,33.21761666948278,420.0,60.0
7033,48.34532374100719,161.8756833703625,82.23776223776224,115.8756240644901,900.0,60.0
7700,0.0,0.0,62.965779467680605,25.72793395531713,420.0,60.0
7630,1.2328767123287672,14.845801535497346,70.22727272727273,39.65697441604331,300.0,60.0
7445,0.0,0.0,67.41176470588235,32.67137409294423,240.0,60.0
7106,1.7419354838709677,30.62043144797868,65.73099415204679,30.008149549123083,540.0,60.0
7370,0.28708133971291866,4.140345962255304,61.58357771260997,9.618053045430926,120.0,60.0
7713,0.0,0.0,71.80592991913747,39.725813199704724,420.0,60.0
7891,0.0,0.0,62.04545454545455,10.887763242730456,120.0,60.0
7944,11.881188118811881,31.61378541540609,91.81818181818181,56.45886383717903,240.0,60.0
7312,34.285714285714285,457.1607139369576,65.38293216630197,38.821760317066236,720.0,60.0
7715,0.0,0.0,67.5223880597015,27.570456938355385,300.0,60.0
7090,10.588235294117647,74.87012977269318,60.92307692307692,7.384615384615375,120.0,60.0
7732,0.0,0.0,63.63636363636363,14.316377952748763,120.0,60.0
7379,0.0,0.0,65.3731343283582,20.024489350744407,180.0,60.0
7711,0.0,0.0,61.77339901477833,10.999681221238468,180.0,60.0
7916,0.0,0.0,120.0,67.27342926976657,240.0,60.0
7639,0.0,0.0,60.48,5.345053788316817,120.0,60.0
7516,1.8181818181818181,10.285189544531601,61.132075471698116,8.163512321805262,120.0,60.0
7637,0.0,0.0,60.39473684210526,4.850607523991245,120.0,60.0
7444,0.0,0.0,75.0,59.190974215427715,420.0,60.0
7659,0.0,0.0,61.2,8.400000000000004,120.0,60.0
7011,0.0,0.0,61.395348837209305,12.864480638083107,180.0,60.0
7250,0.0,0.0,66.51428571428572,25.63186791986152,300.0,60.0
7328,0.0,0.0,61.693548387096776,11.928670679633258,240.0,60.0
7426,0.0,0.0,61.607142857142854,12.575029922470177,180.0,60.0
7552,6.885245901639344,39.31966444191482,70.0,50.0,360.0,60.0
7980,0.0,0.0,60.0,0.0,60.0,60.0
7367,0.0,0.0,61.17936117936118,11.837755223519313,240.0,60.0
7037,41.351351351351354,152.469087024793,89.5774647887324,120.99862203520237,840.0,60.0
7291,0.0,0.0,65.45454545454545,17.248787237282066,120.0,60.0
7544,8.210526315789474,28.357824405023543,79.63636363636364,72.41204411029565,420.0,60.0
7490,0.0,0.0,68.57142857142857,20.99562636671296,120.0,60.0
7673,0.0,0.0,63.2,18.048822676285564,180.0,60.0
7546,1.8461538461538463,14.769230769230768,70.76923076923077,50.60579754891854,360.0,60.0
